"date_utc","date_time_utc","hdao_price"
2021-07-27,"2021-07-27 00:00:03",3.82426979776431
2021-07-27,"2021-07-27 00:10:03",3.82426979776431
2021-07-27,"2021-07-27 00:20:03",3.82435873674452
2021-07-27,"2021-07-27 00:30:02",3.82435873674452
2021-07-27,"2021-07-27 00:40:02",3.82435873674452
2021-07-27,"2021-07-27 00:50:03",3.84673652040072
2021-07-27,"2021-07-27 01:00:03",3.84673652040072
2021-07-27,"2021-07-27 01:10:02",3.84688395806023
2021-07-27,"2021-07-27 01:20:02",3.84688395806023
2021-07-27,"2021-07-27 01:30:02",3.84900727803108
2021-07-27,"2021-07-27 01:40:02",3.84900727803108
2021-07-27,"2021-07-27 01:50:02",3.84900727803108
2021-07-27,"2021-07-27 02:00:03",3.84900727803108
2021-07-27,"2021-07-27 02:10:03",3.85090359368958
2021-07-27,"2021-07-27 02:20:02",3.85090359368958
2021-07-27,"2021-07-27 02:30:02",3.85090359368958
2021-07-27,"2021-07-27 02:40:02",3.85511871793017
2021-07-27,"2021-07-27 02:50:02",3.85511871793017
2021-07-27,"2021-07-27 03:00:03",3.85511871793017
2021-07-27,"2021-07-27 03:10:02",3.85511871793017
2021-07-27,"2021-07-27 03:20:03",3.85511871793017
2021-07-27,"2021-07-27 03:30:03",3.85511871793017
2021-07-27,"2021-07-27 03:40:03",3.85511871793017
2021-07-27,"2021-07-27 03:50:02",3.85511871793017
2021-07-27,"2021-07-27 04:00:03",3.86622215828091
2021-07-27,"2021-07-27 04:10:02",3.87341356608374
2021-07-27,"2021-07-27 04:20:03",3.87341356608374
2021-07-27,"2021-07-27 04:30:02",3.88062504718631
2021-07-27,"2021-07-27 04:40:03",3.88062504718631
2021-07-27,"2021-07-27 04:50:02",3.88711259844839
2021-07-27,"2021-07-27 05:00:03",3.88711259844839
2021-07-27,"2021-07-27 05:10:02",3.88711259844839
2021-07-27,"2021-07-27 05:20:03",3.88711259844839
2021-07-27,"2021-07-27 05:30:03",3.88711259844839
2021-07-27,"2021-07-27 05:40:02",3.88711259844839
2021-07-27,"2021-07-27 05:50:02",3.88711259844839
2021-07-27,"2021-07-27 06:00:03",3.88711259844839
2021-07-27,"2021-07-27 06:10:03",3.88711259844839
2021-07-27,"2021-07-27 06:20:02",3.88711259844839
2021-07-27,"2021-07-27 06:30:03",3.88711259844839
2021-07-27,"2021-07-27 06:40:03",3.88711259844839
2021-07-27,"2021-07-27 06:50:02",3.88711259844839
2021-07-27,"2021-07-27 07:00:03",3.88711259844839
2021-07-27,"2021-07-27 07:10:02",3.88711259844839
2021-07-27,"2021-07-27 07:20:02",3.88422703146533
2021-07-27,"2021-07-27 07:30:02",3.88571213211511
2021-07-27,"2021-07-27 07:40:02",3.8836929910169
2021-07-27,"2021-07-27 07:50:02",3.88400481693415
2021-07-27,"2021-07-27 08:00:03",3.88689881777443
2021-07-27,"2021-07-27 08:10:03",3.88689881777443
2021-07-27,"2021-07-27 08:20:02",3.88485714835548
2021-07-27,"2021-07-27 08:30:02",3.88485714835548
2021-07-27,"2021-07-27 08:40:02",3.88336056670175
2021-07-27,"2021-07-27 08:50:02",3.88336056670175
2021-07-27,"2021-07-27 09:00:03",3.88336056670175
2021-07-27,"2021-07-27 09:10:03",3.88336056670175
2021-07-27,"2021-07-27 09:20:03",3.88336056670175
2021-07-27,"2021-07-27 09:30:03",3.8819194739333
2021-07-27,"2021-07-27 09:40:02",3.88047918359487
2021-07-27,"2021-07-27 09:50:03",3.87990329204863
2021-07-27,"2021-07-27 10:00:03",3.87841188929202
2021-07-27,"2021-07-27 10:10:02",3.87917789328067
2021-07-27,"2021-07-27 10:20:02",3.87917789328067
2021-07-27,"2021-07-27 10:30:02",3.87917789328067
2021-07-27,"2021-07-27 10:40:03",3.86826333215066
2021-07-27,"2021-07-27 10:50:02",3.86826333215066
2021-07-27,"2021-07-27 11:00:03",3.86826333215066
2021-07-27,"2021-07-27 11:10:02",3.86826333215066
2021-07-27,"2021-07-27 11:20:02",3.86678899858911
2021-07-27,"2021-07-27 11:30:03",3.86678899858911
2021-07-27,"2021-07-27 11:40:03",3.86531015193358
2021-07-27,"2021-07-27 11:50:02",3.86385868910059
2021-07-27,"2021-07-27 12:00:03",3.86302999650945
2021-07-27,"2021-07-27 12:10:02",3.86302999650945
2021-07-27,"2021-07-27 12:20:02",3.86302999650945
2021-07-27,"2021-07-27 12:30:02",3.86673311355319
